1	0.001868	4
2	0.040977	5
3	0.010751	5
4	0.014528	6
5	0.027979	8
6	0.016477	5
7	0.035812	7
8	0.012846	6
9	0.075130	5
10	0.028781	5
11	0.006138	5
12	0.044016	7
13	0.016064	4
14	0.001601	3
15	0.041331	7
16	0.004267	5
17	0.024370	6
18	0.028985	5
19	0.029444	3
20	0.019300	5
21	0.003870	4
22	0.002237	4
23	0.004881	4
24	0.004669	6
25	0.020568	7
26	0.010412	4
27	0.035907	7
28	0.034774	5
29	0.033224	8
30	0.015634	9
31	0.012885	4
32	0.028450	7
33	0.044161	9
34	0.002613	4
35	0.009953	5
36	0.035737	6
37	0.005467	5
38	0.012018	5
39	0.006892	4
40	0.000166	3
41	0.034228	7
42	0.032477	6
43	0.002451	3
44	0.000815	4
45	0.028873	8
46	0.030434	7
47	0.011140	4
48	0.002927	4
49	0.049878	5
50	0.001594	5
