1	0.001089	4
2	0.039941	5
3	0.009781	5
4	0.014447	6
5	0.029921	8
6	0.015476	5
7	0.037687	7
8	0.013714	6
9	0.076736	5
10	0.028919	5
11	0.005123	5
12	0.044853	7
13	0.013999	4
14	0.000125	3
15	0.042307	7
16	0.004126	5
17	0.024419	6
18	0.027885	5
19	0.028966	3
20	0.018271	5
21	0.003050	4
22	0.001294	4
23	0.003898	4
24	0.004420	5
25	0.021458	7
26	0.010883	4
27	0.036878	7
28	0.033810	5
29	0.035260	8
30	0.018405	9
31	0.010965	4
32	0.030367	7
33	0.048063	9
34	0.001622	4
35	0.008868	5
36	0.036771	6
37	0.005322	5
38	0.010976	5
39	0.004908	4
40	0.000000	4
41	0.035163	7
42	0.032570	6
43	0.001942	3
44	0.000152	4
45	0.031617	8
46	0.032492	7
47	0.009126	4
48	0.001194	4
49	0.049859	5
50	0.000885	4
