1	0.000363	4
2	0.038832	5
3	0.008703	5
4	0.014055	5
5	0.031955	8
6	0.014423	5
7	0.039765	7
8	0.014604	6
9	0.078400	5
10	0.028978	5
11	0.004075	5
12	0.045805	7
13	0.011815	4
14	0.000000	4
15	0.043407	7
16	0.003826	5
17	0.024366	6
18	0.026704	5
19	0.028424	3
20	0.017173	5
21	0.002145	4
22	0.000017	3
23	0.002718	4
24	0.003379	4
25	0.022412	7
26	0.011376	4
27	0.037893	7
28	0.032720	5
29	0.037417	8
30	0.021655	9
31	0.008902	4
32	0.032286	7
33	0.052307	9
34	0.000207	3
35	0.007758	5
36	0.037957	6
37	0.005146	5
38	0.009521	4
39	0.002962	4
40	0.000000	4
41	0.036196	7
42	0.032568	6
43	0.001378	3
44	0.000000	3
45	0.033679	7
46	0.034652	7
47	0.007012	4
48	0.000000	4
49	0.049864	5
50	0.000201	4
