1	0.000000	5
2	0.038062	5
3	0.007964	5
4	0.013324	5
5	0.033397	8
6	0.013713	5
7	0.041190	7
8	0.015156	6
9	0.079531	5
10	0.029017	5
11	0.003440	5
12	0.046421	7
13	0.010376	4
14	0.000000	4
15	0.044166	7
16	0.003007	3
17	0.024330	6
18	0.025880	5
19	0.028081	3
20	0.016422	5
21	0.001613	4
22	0.000000	4
23	0.001491	3
24	0.002338	3
25	0.023263	7
26	0.011671	4
27	0.038547	7
28	0.031976	5
29	0.038900	8
30	0.023052	7
31	0.007498	4
32	0.033847	7
33	0.055136	9
34	0.000000	9
35	0.007022	5
36	0.038718	6
37	0.004841	4
38	0.008068	4
39	0.001740	4
40	0.000000	4
41	0.036887	7
42	0.032580	6
43	0.000758	2
44	0.000000	2
45	0.034994	7
46	0.036068	7
47	0.005635	4
48	0.000000	4
49	0.049880	5
50	0.000000	5
