1	0.000000	5
2	0.037344	5
3	0.007265	5
4	0.012642	5
5	0.034752	8
6	0.013034	5
7	0.042517	7
8	0.015571	6
9	0.080603	5
10	0.029041	5
11	0.002860	5
12	0.047020	7
13	0.009010	4
14	0.000000	4
15	0.044874	7
16	0.001864	3
17	0.024270	6
18	0.025121	5
19	0.027726	3
20	0.015713	5
21	0.001105	4
22	0.000000	4
23	0.000503	3
24	0.001166	3
25	0.024430	7
26	0.011979	4
27	0.039126	7
28	0.031268	5
29	0.040293	8
30	0.024126	7
31	0.006181	4
32	0.035447	7
33	0.057797	9
34	0.000000	9
35	0.006319	5
36	0.039460	6
37	0.004161	4
38	0.006713	4
39	0.000724	4
40	0.000000	4
41	0.037545	7
42	0.032545	6
43	0.000079	2
44	0.000000	2
45	0.036149	7
46	0.037408	7
47	0.004360	4
48	0.000000	4
49	0.049893	5
50	0.000000	5
