1	0.000000	5
2	0.037765	5
3	0.007681	5
4	0.013045	5
5	0.033961	8
6	0.013434	5
7	0.041726	7
8	0.015351	6
9	0.079971	5
10	0.029030	5
11	0.003195	5
12	0.046668	7
13	0.009812	4
14	0.000000	4
15	0.044460	7
16	0.002544	3
17	0.024307	6
18	0.025565	5
19	0.027948	3
20	0.016128	5
21	0.001388	4
22	0.000000	4
23	0.001054	3
24	0.001852	3
25	0.023732	7
26	0.011815	4
27	0.038787	7
28	0.031679	5
29	0.039468	8
30	0.023516	7
31	0.006954	4
32	0.034540	7
33	0.056233	9
34	0.000000	9
35	0.006735	5
36	0.039022	6
37	0.004560	4
38	0.007510	4
39	0.001299	4
40	0.000000	4
41	0.037158	7
42	0.032569	6
43	0.000453	2
44	0.000000	2
45	0.035474	7
46	0.036618	7
47	0.005107	4
48	0.000000	4
49	0.049885	5
50	0.000000	5
