1	0.001970	4
2	0.041104	5
3	0.010881	5
4	0.014530	6
5	0.027730	8
6	0.016613	5
7	0.035578	7
8	0.012761	6
9	0.074936	5
10	0.028751	5
11	0.006255	5
12	0.043920	7
13	0.016315	4
14	0.001830	3
15	0.041223	7
16	0.004270	5
17	0.024355	6
18	0.029103	5
19	0.029495	3
20	0.019414	5
21	0.003984	4
22	0.002358	4
23	0.004974	4
24	0.004617	6
25	0.020460	7
26	0.010346	4
27	0.035780	7
28	0.034893	5
29	0.032989	8
30	0.015281	9
31	0.013111	4
32	0.028202	7
33	0.043699	9
34	0.002750	4
35	0.010092	5
36	0.035632	6
37	0.005488	5
38	0.012134	5
39	0.007145	4
40	0.000319	3
41	0.034105	7
42	0.032462	6
43	0.002510	3
44	0.000907	4
45	0.028489	8
46	0.030177	7
47	0.011385	4
48	0.003161	4
49	0.049880	5
50	0.001637	5
