1	0.001800	4
2	0.040890	5
3	0.010677	5
4	0.014522	6
5	0.028151	8
6	0.016384	5
7	0.035962	7
8	0.012912	6
9	0.075260	5
10	0.028801	5
11	0.006053	5
12	0.044079	7
13	0.015893	4
14	0.001452	3
15	0.041404	7
16	0.004254	5
17	0.024382	6
18	0.028899	5
19	0.029410	3
20	0.019218	5
21	0.003795	4
22	0.002155	4
23	0.004810	4
24	0.004684	6
25	0.020642	7
26	0.010459	4
27	0.035986	7
28	0.034698	5
29	0.033387	8
30	0.015873	9
31	0.012731	4
32	0.028617	7
33	0.044473	9
34	0.002533	4
35	0.009860	5
36	0.035820	6
37	0.005453	5
38	0.011934	5
39	0.006720	4
40	0.000097	3
41	0.034307	7
42	0.032494	6
43	0.002411	3
44	0.000752	4
45	0.029121	8
46	0.030612	7
47	0.010973	4
48	0.002769	4
49	0.049877	5
50	0.001554	5
