1	0.000432	4
2	0.038967	5
3	0.008835	5
4	0.014188	5
5	0.031700	8
6	0.014551	5
7	0.039519	7
8	0.014506	6
9	0.078202	5
10	0.028977	5
11	0.004181	5
12	0.045693	7
13	0.012071	4
14	0.000000	4
15	0.043276	7
16	0.003887	5
17	0.024371	6
18	0.026842	5
19	0.028487	3
20	0.017306	5
21	0.002243	4
22	0.000103	3
23	0.002888	4
24	0.003519	4
25	0.022305	7
26	0.011340	4
27	0.037772	7
28	0.032850	5
29	0.037154	8
30	0.021319	9
31	0.009153	4
32	0.032047	7
33	0.051786	9
34	0.000356	3
35	0.007886	5
36	0.037811	6
37	0.005173	5
38	0.009782	4
39	0.003192	4
40	0.000000	4
41	0.036072	7
42	0.032570	6
43	0.001467	3
44	0.000000	3
45	0.033441	7
46	0.034393	7
47	0.007261	4
48	0.000000	4
49	0.049861	5
50	0.000265	4
