1	0.000000	5
2	0.036996	5
3	0.006918	5
4	0.012313	5
5	0.035387	8
6	0.012694	5
7	0.043156	7
8	0.015826	7
9	0.081147	5
10	0.029033	5
11	0.002582	5
12	0.047307	7
13	0.008366	4
14	0.000000	4
15	0.045228	7
16	0.001295	3
17	0.024233	6
18	0.024756	5
19	0.027560	3
20	0.015369	5
21	0.000890	4
22	0.000000	4
23	0.000123	3
24	0.000683	3
25	0.024997	7
26	0.012088	4
27	0.039502	8
28	0.030920	5
29	0.040952	8
30	0.024595	7
31	0.005570	4
32	0.035920	5
33	0.059086	9
34	0.000000	9
35	0.005856	4
36	0.039798	6
37	0.003838	4
38	0.006072	4
39	0.000187	3
40	0.000000	3
41	0.037855	7
42	0.032533	6
43	0.000000	6
44	0.000000	6
45	0.036652	7
46	0.038048	7
47	0.003773	4
48	0.000000	4
49	0.049897	5
50	0.000000	5
