1	0.000000	5
2	0.037959	5
3	0.007866	5
4	0.013228	5
5	0.033592	8
6	0.013617	5
7	0.041377	7
8	0.015228	6
9	0.079683	5
10	0.029022	5
11	0.003354	5
12	0.046507	7
13	0.010181	4
14	0.000000	4
15	0.044270	7
16	0.002846	3
17	0.024323	6
18	0.025772	5
19	0.028035	3
20	0.016320	5
21	0.001542	4
22	0.000000	4
23	0.001337	3
24	0.002160	3
25	0.023428	7
26	0.011713	4
27	0.038630	7
28	0.031871	5
29	0.039094	8
30	0.023214	7
31	0.007315	4
32	0.034108	7
33	0.055513	9
34	0.000000	9
35	0.006924	5
36	0.038822	6
37	0.004740	4
38	0.007877	4
39	0.001579	4
40	0.000000	4
41	0.036978	7
42	0.032576	6
43	0.000642	2
44	0.000000	2
45	0.035167	7
46	0.036257	7
47	0.005453	4
48	0.000000	4
49	0.049882	5
50	0.000000	5
