1	0.001028	4
2	0.039850	5
3	0.009692	5
4	0.014432	6
5	0.030092	8
6	0.015388	5
7	0.037860	7
8	0.013790	6
9	0.076878	5
10	0.028929	5
11	0.005029	5
12	0.044942	7
13	0.013815	4
14	0.000063	3
15	0.042399	7
16	0.004108	5
17	0.024421	6
18	0.027784	5
19	0.028924	3
20	0.018175	5
21	0.002957	4
22	0.001207	4
23	0.003809	4
24	0.004363	5
25	0.021538	7
26	0.010928	4
27	0.036966	7
28	0.033714	5
29	0.035448	8
30	0.018644	9
31	0.010788	4
32	0.030527	7
33	0.048415	9
34	0.001526	4
35	0.008774	5
36	0.036865	6
37	0.005323	5
38	0.010877	5
39	0.004732	4
40	0.000000	4
41	0.035247	7
42	0.032570	6
43	0.001901	3
44	0.000115	4
45	0.031820	8
46	0.032674	7
47	0.008943	4
48	0.001053	4
49	0.049859	5
50	0.000821	4
